UWI,FM_TOP,DEPTH,GR,SP,CALX,RHOB,DPSS,NPSS,ILD,ILM,SFL,DT,FZI_CALC
100122800505W400,SBRS,1054.20,32.12,-54.17,187.50,2240.60,0.25,0.31,52.87,73.92,74.61,,0.44
100122800505W400,SBRS,1054.30,31.64,-51.99,187.75,2219.10,0.26,0.31,50.00,75.96,74.23,,4.10
100122800505W400,SBRS,1054.50,32.72,-48.11,188.75,2184.88,0.28,0.30,44.16,66.66,89.59,,1.17
100122800505W400,SBRS,1054.60,35.23,-46.32,189.25,2204.38,0.27,0.29,38.09,56.11,88.76,,5.71
100122800505W400,SBRS,1054.80,45.63,-41.46,190.00,2292.54,0.22,0.27,30.60,39.31,60.07,,7.51
100122800505W400,SWFT,1055.00,57.90,-37.50,191.00,2448.56,0.17,0.26,25.54,26.25,36.46,,0.58
100122800505W400,SWFT,1055.20,70.22,-33.40,191.97,2500.50,0.09,0.27,21.24,21.83,21.04,,0.27
100122800505W400,SWFT,1055.50,75.00,-30.20,191.67,2440.00,0.12,0.30,16.33,16.79,14.96,,0.25
100122800505W400,SWFT,1055.80,72.61,-31.00,191.13,2449.55,0.12,0.33,14.82,15.23,16.78,,0.60
100122800505W400,SWFT,1056.00,73.80,-30.70,190.85,2460.90,0.12,0.33,13.95,14.34,18.40,,0.61
100122800505W400,SWFT,1056.30,75.60,-29.11,191.09,2438.41,0.12,0.32,13.44,13.82,17.57,,0.81
100122800505W400,SWFT,1056.50,77.27,-28.12,192.08,2426.07,0.13,0.31,13.26,13.63,16.55,,1.60
100122800505W400,SWFT,1056.80,79.96,-27.13,193.32,2406.57,0.14,0.31,13.01,13.38,14.74,,1.33
100122800505W400,SWFT,1057.00,79.07,-26.63,194.31,2393.63,0.15,0.31,12.89,13.26,14.74,,1.40
100122800505W400,SWFT,1057.30,82.36,-25.35,194.54,2405.97,0.15,0.31,12.66,13.01,14.41,,1.11
100122800505W400,SWFT,1057.60,89.41,-24.55,194.03,2400.60,0.15,0.30,12.83,13.20,13.88,,0.69
100122800505W400,SWFT,1057.80,86.72,-25.05,193.02,2387.07,0.16,0.31,13.07,13.44,14.14,,1.10
100122800505W400,SWFT,1058.10,79.96,-25.94,190.00,2352.44,0.18,0.33,12.95,13.32,16.47,,1.90
100122800505W400,SWFT,1058.40,79.49,-25.64,190.50,2335.92,0.18,0.33,12.83,13.20,16.40,,1.57
100122800505W400,SWFT,1058.70,86.42,-22.18,192.50,2367.76,0.17,0.34,12.60,12.95,14.81,,1.01
100122800505W400,SWFT,1059.10,88.64,-18.40,195.25,2372.34,0.17,0.35,11.59,11.92,12.14,,0.78
102061500505W400,SBRS,1078.20,52.28,-25.50,195.50,2408.32,0.15,0.30,5.92,6.87,8.60,,0.18
102061500505W400,SBRS,1078.90,42.45,-48.08,196.00,2509.50,0.09,0.18,13.33,18.26,45.56,,1.25
102061500505W400,SBRS,1079.10,41.09,-53.76,196.24,2489.09,0.10,0.19,15.35,23.49,56.28,,0.25
102061500505W400,SBRS,1079.30,38.83,-58.81,196.44,2440.93,0.12,0.21,17.66,27.08,52.51,,0.45
102061500505W400,SBRS,1079.70,44.46,-60.30,195.37,2368.67,0.18,0.25,20.78,33.84,48.70,,1.13
102061500505W400,SBRS,1079.90,45.92,-60.30,194.58,2337.00,0.21,0.25,21.54,35.71,57.10,,2.73
102061500505W400,SBRS,1080.10,40.70,-60.50,193.33,2305.00,0.23,0.24,22.34,37.52,66.79,,3.56
102061500505W400,SBRS,1080.30,37.30,-60.20,193.36,2278.50,0.22,0.24,23.07,38.22,76.66,,1.57
102061500505W400,SBRS,1080.50,36.27,-59.40,194.64,2293.50,0.21,0.25,22.97,36.68,67.02,,9.35
102061500505W400,SBRS,1080.70,39.27,-58.20,196.68,2318.50,0.20,0.26,22.24,34.25,58.38,,0.75
102061500505W400,SBRS,1080.90,42.73,-56.30,198.72,2318.50,0.20,0.26,21.63,31.98,51.62,,0.32
102061500505W400,SWFT,1081.20,48.56,-51.20,198.50,2318.50,0.20,0.27,17.93,23.94,45.56,,1.42
100122500507W400,LMNV,925.40,74.75,-30.90,209.66,2424.04,0.15,0.17,8.79,8.39,7.78,,0.86
100122500507W400,SBRS,925.60,62.88,-37.20,209.66,2416.56,0.16,0.21,9.47,9.08,7.96,,0.48
100122500507W400,SBRS,926.00,27.89,-54.75,209.92,2276.00,0.25,0.27,10.71,10.71,10.57,,1.94
100122500507W400,SBRS,926.20,24.98,-58.18,209.43,2206.60,0.27,0.25,11.80,11.53,11.80,,9.48
100122500507W400,SBRS,926.40,41.74,-57.98,209.18,2229.06,0.24,0.22,13.05,12.41,13.11,,9.62
100122500507W400,SBRS,926.70,47.12,-58.38,208.44,2283.50,0.22,0.19,15.19,13.42,14.24,,5.28
100122500507W400,SBRS,927.00,41.68,-51.82,207.95,2292.00,0.20,0.13,15.33,13.66,13.42,,7.21
100122500507W400,SBRS,927.30,47.51,-43.50,207.71,2371.60,0.14,0.09,15.19,14.11,13.66,,7.51
100122500507W400,SBRS,928.10,51.35,-49.20,207.72,2518.00,0.10,0.16,16.57,15.90,16.27,,2.52
100122500507W400,SBRS,928.50,32.83,-53.23,207.73,2417.85,0.17,0.21,20.19,17.83,16.19,,1.37
100122500507W400,SBRS,928.80,22.95,-60.70,207.98,2321.50,0.23,0.26,21.33,20.37,20.94,,0.62
100122500507W400,SBRS,929.00,19.97,-62.00,208.23,2260.00,0.25,0.26,21.93,21.43,22.75,,0.98
100122500507W400,SBRS,929.30,19.23,-61.20,206.99,2219.76,0.26,0.22,21.73,20.56,20.75,,2.97
100122500507W400,SBRS,929.50,19.51,-58.69,206.99,2223.73,0.24,0.18,21.33,19.55,18.41,,2.94
100122500507W400,SBRS,929.80,22.36,-48.80,207.50,2275.00,0.20,0.14,19.19,18.00,16.34,,2.69
100122500507W400,SBRS,930.10,30.60,-40.41,208.00,2377.78,0.14,0.11,16.65,16.42,15.75,,0.49
100122500507W400,SBRS,931.30,26.54,-56.10,208.25,2401.50,0.18,0.17,13.23,12.70,12.93,,0.82
100122500507W400,SBRS,933.20,30.06,-54.30,208.25,2349.00,0.16,0.12,11.91,11.74,12.30,,0.37
100043100504W400,LMNV,1186.00,48.96,20.35,203.40,2202.03,0.15,0.30,3.15,3.29,5.73,,0.36
100043100504W400,LMNV,1186.40,40.35,19.07,200.60,2481.05,0.15,0.27,3.77,4.18,6.53,,0.79
100043100504W400,LMNV,1186.70,45.75,17.39,200.75,2412.94,0.20,0.30,4.15,4.39,5.51,,0.38
100043100504W400,LMNV,1187.60,64.24,13.16,211.63,2302.63,0.21,0.35,4.59,4.81,5.62,,0.24
100043100504W400,SBRS,1188.00,64.62,6.47,201.75,2339.35,0.19,0.33,5.22,5.33,6.13,,0.28
100043100504W400,SBRS,1188.40,59.52,3.99,205.48,2363.12,0.17,0.31,6.19,6.14,6.75,,0.27
100043100504W400,SBRS,1188.70,56.07,-0.30,202.45,2368.14,0.17,0.30,6.97,6.86,7.52,,0.30
100043100504W400,SBRS,1189.10,54.27,-11.51,196.57,2372.32,0.17,0.29,8.47,8.31,9.30,,0.51
100043100504W400,SBRS,1189.40,53.76,-22.58,195.38,2368.80,0.17,0.29,9.84,9.84,10.76,,0.23
100043100504W400,SBRS,1189.60,49.75,-26.24,195.59,2363.84,0.18,0.28,10.95,11.08,12.03,,0.25
100043100504W400,SBRS,1189.90,42.89,-31.93,196.22,2341.70,0.20,0.27,12.62,13.83,14.64,,1.71
100043100504W400,SBRS,1190.20,36.08,-42.51,197.07,2306.61,0.22,0.27,14.54,17.25,19.70,,6.05
100043100504W400,SBRS,1190.70,35.42,-34.24,197.90,2282.64,0.22,0.25,15.97,18.70,21.80,,7.43
100043100504W400,SBRS,1191.40,45.52,-33.05,197.92,2415.68,0.14,0.25,13.35,13.69,13.93,,0.23
100043100504W400,SBRS,1191.80,52.40,-40.25,198.00,2434.80,0.13,0.26,12.72,13.18,13.16,,0.96
100043100504W400,SWFT,1192.10,59.70,-33.19,197.71,2359.52,0.15,0.27,13.62,14.07,14.45,,0.32
100043100504W400,SWFT,1192.40,58.83,-25.58,197.34,2321.90,0.18,0.28,15.36,15.74,17.42,,0.62
100043100504W400,SWFT,1192.90,65.35,-25.61,196.40,2333.75,0.19,0.26,17.05,17.37,20.80,,3.89
100043100504W400,SWFT,1193.50,74.67,-27.46,196.53,2376.14,0.17,0.27,15.45,14.45,15.56,,0.42
100051300505W400,MNVL,1179.20,31.63,-17.50,201.98,2429.50,0.17,0.49,2.59,2.86,2.47,255.50,0.72
100051300505W400,MNVL,1179.40,35.20,-23.58,200.50,2405.50,0.14,0.35,3.31,3.98,5.09,256.17,0.67
100051300505W400,SBRS,1179.50,38.32,-26.56,200.50,2387.13,0.16,0.31,3.93,4.59,6.97,258.67,2.17
100051300505W400,SBRS,1179.60,41.44,-29.56,200.50,2387.13,0.17,0.28,4.86,5.39,9.55,252.84,2.37
100051300505W400,SBRS,1180.00,47.10,-31.58,200.75,2567.00,0.08,0.21,10.05,9.47,12.72,221.10,0.81
100051300505W400,SBRS,1181.20,48.60,-40.90,201.98,2499.00,0.08,0.23,14.11,16.41,18.11,248.48,0.46
100051300505W400,SBRS,1181.60,45.15,-50.70,198.25,2448.50,0.12,0.26,13.33,15.21,19.72,279.88,1.07
100051300505W400,SBRS,1181.80,39.95,-55.90,198.25,2366.83,0.14,0.28,12.96,14.65,25.30,290.66,1.34
100051300505W400,SBRS,1182.00,40.25,-57.70,198.25,2335.00,0.18,0.29,12.54,13.98,26.37,293.23,3.10
100051300505W400,SBRS,1182.30,42.48,-56.70,198.25,2378.71,0.18,0.30,12.08,13.40,21.93,288.54,3.80
100051300505W400,SBRS,1182.50,42.18,-54.40,198.25,2418.50,0.15,0.31,11.79,12.66,18.11,285.50,0.67
100051300505W400,SBRS,1182.60,45.90,-53.00,198.25,2433.50,0.14,0.32,11.63,12.42,15.95,286.64,1.88
100051300505W400,SBRS,1182.90,49.05,-50.50,195.50,2402.50,0.15,0.33,11.25,11.96,12.54,309.82,1.83
100051300505W400,SBRS,1184.40,39.95,-77.00,199.25,2334.00,0.19,0.33,10.84,11.41,16.18,317.91,1.17
100051300505W400,SBRS,1184.60,38.76,-71.30,199.25,2319.00,0.21,0.33,11.04,11.52,17.53,324.90,0.42
100051300505W400,SBRS,1184.80,36.39,-67.82,199.26,2332.00,0.19,0.34,11.41,12.02,18.72,319.72,1.22
100051300505W400,SWFT,1185.00,38.76,-64.26,199.26,2375.74,0.18,0.33,11.79,12.60,19.26,306.76,1.06
100051300505W400,SWFT,1185.10,42.04,-61.98,199.51,2397.53,0.18,0.33,11.96,12.90,19.35,300.06,1.89
100051300505W400,SWFT,1185.20,44.58,-59.60,200.00,2412.00,0.17,0.34,11.96,13.15,20.19,291.87,1.45
100051300505W400,SWFT,1185.30,48.48,-56.10,200.50,2434.00,0.16,0.34,11.96,13.46,21.43,283.68,2.34
100051300505W400,SWFT,1186.30,95.25,-26.24,215.25,2430.50,0.11,0.34,8.04,9.04,8.00,303.54,0.66
100051300505W400,SWFT,1186.90,98.85,-24.36,226.49,2392.08,0.15,0.34,6.56,7.10,7.56,306.63,0.56
100051300505W400,SWFT,1187.50,126.90,-22.08,244.80,2394.55,0.16,0.36,5.83,6.35,6.81,304.47,0.50
100051300505W400,SWFT,1188.10,88.05,-20.59,237.87,2398.52,0.15,0.38,5.44,5.94,6.00,324.01,0.60
100051300505W400,SWFT,1188.60,73.96,-19.70,255.50,2296.00,0.22,0.38,5.09,5.52,5.75,309.58,0.59
100051300505W400,SWFT,1188.70,73.66,-19.70,251.25,2301.00,0.21,0.39,5.05,5.44,5.86,319.93,0.76
100051300505W400,SWFT,1188.80,73.37,-19.80,248.52,2398.52,0.18,0.39,4.98,5.36,6.00,323.54,1.10
100051300505W400,SWFT,1189.20,72.64,-19.70,279.95,2420.50,0.14,0.40,4.61,5.09,5.14,311.67,0.56
100051300505W400,SWFT,1189.80,74.52,-18.91,275.00,2346.50,0.19,0.41,4.42,4.68,5.29,326.49,0.67
100051300505W400,SWFT,1190.50,74.70,-19.60,285.44,2318.50,0.21,0.42,4.22,4.51,4.84,323.74,0.47
100051300505W400,SWFT,1196.60,74.24,-17.10,253.75,2344.00,0.19,0.45,2.91,3.30,4.03,335.82,0.63
100051300505W400,SWFT,1196.90,74.39,-16.60,275.25,2296.00,0.22,0.45,2.82,3.16,3.31,338.21,1.27
100051300505W400,SWFT,1197.10,76.65,-16.50,246.29,2272.50,0.24,0.45,2.76,3.03,3.17,344.59,1.11
100051300505W400,SWFT,1197.40,78.00,-16.60,236.63,2345.00,0.22,0.44,2.70,2.85,2.99,356.44,0.32
100051300505W400,SWFT,1197.60,77.85,-16.50,224.00,2343.50,0.19,0.45,2.73,2.88,2.90,355.00,1.18
100051300505W400,SWFT,1197.80,78.30,-16.70,235.40,2330.00,0.20,0.46,2.82,2.93,3.06,349.59,0.87
100051300505W400,SWFT,1198.10,82.35,-17.40,227.23,2351.49,0.18,0.46,2.97,3.23,3.93,346.46,0.56
100051300505W400,SWFT,1198.50,80.10,-18.10,236.39,2285.00,0.20,0.44,3.29,3.65,3.50,320.92,1.66
100051300505W400,SWFT,1198.80,75.90,-19.70,240.10,2242.00,0.25,0.46,3.58,4.00,4.39,289.01,1.61
100051300505W400,SWFT,1199.00,75.45,-20.99,229.46,2246.50,0.24,0.44,3.78,4.25,5.31,283.50,0.48
100052700505W400,SBRS,1113.90,67.94,-18.69,200.00,2383.00,0.16,0.27,19.28,19.91,20.19,,5.79
100052700505W400,SBRS,1114.10,66.62,-20.20,200.02,2352.00,0.19,0.28,18.67,19.28,19.82,,5.61
100052700505W400,SBRS,1114.40,60.15,-22.21,200.09,2332.00,0.19,0.28,18.41,19.02,19.46,,5.17
100052700505W400,SBRS,1114.70,50.11,-24.43,200.16,2305.00,0.21,0.27,19.28,19.91,20.56,,7.72
100052700505W400,SBRS,1114.90,51.90,-26.35,200.21,2295.50,0.21,0.27,19.73,20.37,19.91,,0.71
100052700505W400,SBRS,1115.20,54.72,-27.88,200.25,2332.00,0.19,0.28,20.28,20.94,19.91,,6.92
100052700505W400,SBRS,1115.60,45.74,-29.60,200.00,2294.50,0.22,0.29,20.94,21.73,22.97,,0.71
100052700505W400,SBRS,1115.80,44.12,-30.50,200.00,2262.00,0.23,0.29,21.24,22.13,23.28,,7.72
100052700505W400,SBRS,1115.90,43.97,-31.10,200.00,2256.50,0.24,0.29,21.43,22.24,23.50,,0.71
100052700505W400,SBRS,1116.00,43.82,-31.30,200.00,2264.00,0.24,0.28,21.63,22.34,23.72,,6.25
100052700505W400,SBRS,1116.20,47.67,-31.70,200.00,2313.00,0.22,0.28,21.14,22.75,23.94,,4.04
100052700505W400,SBRS,1116.30,51.54,-31.50,200.00,2331.50,0.21,0.28,20.75,22.65,23.61,,7.98
100052700505W400,SBRS,1116.40,54.51,-31.30,200.00,2350.00,0.19,0.28,20.56,21.93,22.65,,7.72
100052700505W400,SWFT,1116.70,60.74,-30.30,199.02,2384.50,0.16,0.29,19.73,19.91,20.28,,1.48
100052700505W400,SWFT,1116.80,60.59,-29.90,198.78,2388.00,0.16,0.29,19.46,19.28,19.73,,0.82
100052700505W400,SWFT,1117.00,59.26,-28.99,198.78,2395.00,0.16,0.29,18.93,18.67,19.37,,0.87
100052700505W400,SWFT,1117.30,62.06,-27.27,198.83,2394.50,0.15,0.29,18.17,17.92,18.59,,2.82
100052700505W400,SWFT,1117.50,66.03,-25.25,198.88,2390.00,0.16,0.28,17.60,16.89,17.20,,1.15
100052700505W400,SWFT,1117.60,67.65,-24.24,199.15,2387.50,0.16,0.28,17.20,16.51,16.89,,0.73
100052700505W400,SWFT,1117.70,67.65,-23.23,199.18,2386.00,0.16,0.28,16.89,16.21,16.66,,1.77
100052700505W400,SWFT,1117.90,65.15,-22.42,199.47,2381.00,0.16,0.28,16.44,15.56,16.14,,0.73
100052700505W400,SWFT,1118.20,66.47,-22.42,199.75,2387.50,0.17,0.27,15.71,14.87,15.64,,0.73
100052700505W400,SWFT,1118.40,76.82,-21.72,199.75,2420.00,0.15,0.27,15.28,14.40,15.35,,1.77
100052700505W400,SWFT,1118.60,87.27,-19.80,200.00,2446.50,0.12,0.28,14.80,14.01,14.40,,0.99
100052700505W400,SWFT,1119.20,77.90,-21.52,200.98,2378.00,0.17,0.29,15.22,14.47,15.08,,2.12
100052700505W400,SWFT,1119.50,78.24,-22.32,200.00,2362.00,0.17,0.29,15.87,15.16,15.73,,0.55
100052700505W400,SWFT,1119.60,78.70,-22.32,199.75,2378.00,0.16,0.29,16.02,15.45,15.81,,1.04
100052700505W400,SWFT,1120.20,79.51,-22.32,198.07,2384.00,0.16,0.29,16.04,15.04,15.61,,0.98
100052700505W400,SWFT,1120.30,79.36,-22.42,197.85,2390.00,0.16,0.29,15.89,14.90,15.53,,0.99
100052700505W400,SWFT,1120.40,81.32,-22.63,197.63,2396.00,0.16,0.30,15.74,14.76,15.25,,1.06
100052700505W400,SWFT,1120.80,97.03,-22.42,198.21,2380.00,0.16,0.32,15.09,14.15,14.61,,0.99
100052700505W400,SWFT,1121.10,109.39,-21.92,198.76,2382.00,0.17,0.32,14.68,13.95,14.21,,0.60
100052700505W400,SWFT,1122.00,66.62,-24.55,193.81,2312.50,0.21,0.30,16.17,15.16,15.95,,0.99
100052700505W400,SWFT,1122.50,57.70,-26.94,193.10,2285.50,0.22,0.28,18.83,18.32,18.66,,1.43
100052700505W400,SWFT,1122.70,58.77,-27.33,193.36,2277.50,0.23,0.28,19.36,18.49,18.92,,2.20
100052700505W400,SWFT,1122.80,59.08,-27.32,193.61,2283.00,0.22,0.28,19.36,17.65,18.75,,0.91
100052700505W400,SWFT,1123.10,59.26,-26.60,193.63,2306.50,0.21,0.29,18.15,16.94,17.49,,1.06
100052700505W400,SWFT,1123.30,60.29,-26.40,193.63,2309.50,0.21,0.29,17.33,16.25,16.63,,0.79
100052700505W400,SWFT,1123.60,63.97,-26.60,193.14,2298.50,0.21,0.28,16.47,16.02,16.40,,1.06
100052700505W400,SWFT,1123.90,60.00,-26.10,192.65,2317.50,0.20,0.27,16.25,15.44,15.80,,1.29
100052700505W400,SWFT,1124.00,59.11,-25.80,192.89,2322.00,0.20,0.27,16.10,15.09,15.51,,0.69
100052700505W400,SWFT,1124.20,63.83,-24.79,195.38,2336.50,0.19,0.27,15.36,14.14,14.53,,1.29
