UWI,FM_TOP,PERF,DEPTH,GR,PEF,SP,CALX,CALI,RHOB,DPSS,NPSS,DRHO,ILD,ILM,SFL,DT,TOP_U,BASE_U,THICK_U,DEPTH_AVE_U,KMAX,K90,KV,COREPHI,GD,BD,"RSO
","RSW
",LITHOLOGY,PLUG NUMBER,Phi*H,Kmax/K90,Kvert/K90,RQI,NormPhi,FZI,Binned FZI,Fractured
100042700505W400,,,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.2,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.3,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.4,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.5,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.6,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.7,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.8,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,91.9,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92,64.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.1,63.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.2,62.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.3,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.4,61.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.5,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.6,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.7,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.8,66.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,92.9,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93,68.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.1,69.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.2,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.4,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.5,67.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.6,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.7,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.8,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,93.9,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.1,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.2,68.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.3,69.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.4,70.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.5,71.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.6,70.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.7,69.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.8,67.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,94.9,66.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95,65.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.1,64.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.2,65.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.3,65.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.4,65.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.5,65.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.6,65.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.7,64.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.8,64.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,95.9,63.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96,62.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.1,61.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.2,60.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.4,59.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.5,59.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.6,58.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.7,57.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.8,56.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,96.9,56.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97,56.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.1,55.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.2,55.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.3,55.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.4,55.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.5,55.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.6,54.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.7,53.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.8,53.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,97.9,52.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98,52.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.1,52.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.2,52.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.3,52.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.4,52.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.5,52.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.6,52.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.7,53.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.8,54.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,98.9,56.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99,59.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.1,61.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.2,63.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.3,64.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.4,65.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.5,66.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.6,65.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.7,64.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.8,62.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,99.9,61.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100,60.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.1,59.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.2,58.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.3,57.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.4,56.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.5,55.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.6,54.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.7,54.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.8,54.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,100.9,53.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101,54.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.1,54.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.2,54.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.3,54.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.4,53.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.5,53.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.6,52.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.7,51.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.8,50.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,101.9,48.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102,47.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.1,46.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.2,46.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.3,46.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.4,46.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.5,46.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.6,45.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.7,46.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.8,46.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,102.9,48.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103,50.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.1,51.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.2,52.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.3,53.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.4,54.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.5,54.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.6,55.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.7,55.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.8,55.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,103.9,55.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104,55.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.1,56.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.2,56.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.3,57.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.4,57.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.5,57.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.6,57.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.7,55.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.8,54.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,104.9,52.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105,51.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.1,50.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.2,49.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.3,48.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.4,50.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.5,53.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.6,55.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.7,57.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.8,58.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,105.9,59.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106,60.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.1,60.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.2,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.3,60.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.4,60.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.5,60.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.6,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.7,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.8,59.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,106.9,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107,60.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.1,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.2,61.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.3,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.4,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.5,61.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.6,61.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.7,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.8,62.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,107.9,63.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.1,66.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.2,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.3,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.4,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.5,68.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.6,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.7,67.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.8,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,108.9,67.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109,68.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.1,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.2,66.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.3,66.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.4,66.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.5,66.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.6,67.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.7,68.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.8,68.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,109.9,67.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110,65.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.1,63.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.2,61.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.3,59.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.4,58.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.5,57.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.6,57.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.7,57.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.8,57.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,110.9,57.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111,58.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.1,60.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.2,61.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.3,62.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.4,62.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.5,63.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.6,64.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.7,64.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.8,64.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,111.9,65.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112,65.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.1,65.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.2,65.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.3,64.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.4,64.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.5,64.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.6,65.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.7,65.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.8,65.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,112.9,65.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113,65.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.1,64.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.2,64.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.3,65.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.4,65.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.5,65.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.6,65.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.7,65.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.8,64.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,113.9,62.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114,61.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.1,61.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.2,60.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.3,60.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.4,59.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.5,59.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.6,59.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.7,58.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.8,57.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,114.9,56.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115,56.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.1,57.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.2,57.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.3,57.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.4,58.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.5,59.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.6,59.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.7,60.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.8,60.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,115.9,61.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116,54.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.1,54.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.2,53.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.3,52.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.4,51.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.5,51.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.6,51.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.7,52.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.8,52.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,116.9,51.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117,50.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.1,49.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.2,47.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.3,46.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.4,47.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.5,49.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.6,53.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.7,59.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.8,64.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,117.9,73.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118,77.228,,-32.19,212.85,221.287,2214.6,0.263878788,0.308,74,8.722,17.58,5.231,423.546,,,,,,,,,,,,,,,,,,,,,,
