UWI,FM_TOP,PERF,DEPTH,GR,PEF,SP,CALX,CALI,RHOB,DPSS,NPSS,DRHO,ILD,ILM,SFL,DT,TOP_U,BASE_U,THICK_U,DEPTH_AVE_U,KMAX,K90,KV,COREPHI,GD,BD,"RSO
","RSW
",LITHOLOGY,PLUG NUMBER,Phi*H,Kmax/K90,Kvert/K90,RQI,NormPhi,FZI,Binned FZI,Fractured
100042700505W400,MDCN,,570.9,103.076,,-33.944,234.095,244.388,2230.9,0.254,0.361,215.68,7.542,7.458,8.593,384.55,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571,102.944,,-33.64,231.875,242.602,2264.9,0.233393939,0.383,220,7.576,7.431,8.492,387.15,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.1,102.519,,-33.424,231.015,241.071,2278.18,0.225345455,0.388,220,7.581,7.425,8.442,389.428,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.2,102.087,,-33.202,230.26,239.286,2289.78,0.218315152,0.387,218.32,7.587,7.424,8.398,391.707,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.3,101.796,,-32.994,229.6,237.755,2299.58,0.212375758,0.38,215.2,7.59,7.427,8.364,391.014,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.4,101.65,,-32.81,228.87,236.224,2308.26,0.207115152,0.366,209.16,7.584,7.435,8.353,390.32,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.5,101.942,,-32.65,227.75,234.949,2317.3,0.201636364,0.34,197,7.562,7.451,8.384,386.642,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.6,102.816,,-32.642,227.33,232.908,2318.34,0.201006061,0.332,190.28,7.545,7.457,8.427,382.964,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.7,103.835,,-32.616,227.03,230.612,2318.36,0.200993939,0.329,183.68,7.529,7.462,8.466,376.469,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.8,104.709,,-32.552,226.84,229.592,2317.68,0.201406061,0.329,176.88,7.515,7.465,8.503,369.974,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,571.9,105.459,,-32.41,226.78,229.592,2316.14,0.202339394,0.333,167.08,7.502,7.464,8.536,364.748,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572,105.918,,-32.13,226.9,230.102,2313.1,0.204181818,0.338,149,7.486,7.458,8.555,359.522,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.1,106.071,,-32.034,227,230.867,2310.14,0.205975758,0.336,140.84,7.464,7.453,8.555,358.512,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.2,105.918,,-31.998,227.085,231.378,2305.32,0.20889697,0.333,137,7.446,7.439,8.56,357.502,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.3,105.306,,-32.006,227.175,231.888,2298.36,0.213115152,0.33,138.76,7.427,7.422,8.566,357.645,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.4,104.417,,-32.054,227.33,232.398,2286.64,0.220218182,0.331,151,7.412,7.397,8.563,357.788,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.5,103.252,,-32.15,227.65,232.653,2265.2,0.233212121,0.338,182.2,7.417,7.342,8.532,362.837,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.6,102.087,,-32.206,227.87,233.163,2247.6,0.243878788,0.344,199.48,7.433,7.326,8.488,367.886,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.7,101.359,,-32.322,228.105,233.673,2231.98,0.253345455,0.348,213.28,7.446,7.31,8.43,371.213,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.8,101.359,,-32.514,228.315,234.439,2219.42,0.260957576,0.35,222.72,7.449,7.296,8.371,374.541,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,572.9,102.233,,-32.89,228.465,234.949,2210.76,0.266206061,0.348,226.24,7.433,7.284,8.321,372.764,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573,103.544,,-33.65,228.525,235.459,2206.6,0.268727273,0.339,221.6,7.39,7.268,8.284,370.988,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.1,103.981,,-34.002,228.405,234.949,2208.2,0.267757576,0.334,215.68,7.373,7.258,8.302,368.262,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.2,103.398,,-34.252,228.27,233.673,2207.28,0.268315152,0.33,211.32,7.361,7.247,8.32,365.537,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.3,101.942,,-34.392,228.18,231.888,2201.96,0.271539394,0.327,209.08,7.353,7.233,8.339,363.326,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.4,100.922,,-34.418,228.305,230.612,2186.28,0.281042424,0.328,210.32,7.341,7.215,8.348,361.115,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.5,100.194,,-34.33,228.925,229.082,2150.2,0.302909091,0.34,217.2,7.308,7.188,8.33,360.742,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.6,99.903,,-34.33,229.645,226.786,2132.44,0.313672727,0.354,225.36,7.287,7.178,8.311,360.37,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.7,99.612,,-34.378,230.485,225.255,2119.6,0.321454545,0.37,235.32,7.266,7.167,8.298,362.919,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.8,99.175,,-34.458,231.395,224.752,2112.24,0.325915152,0.385,245.32,7.252,7.157,8.282,365.469,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,573.9,98.592,,-34.544,232.485,223.762,2111.38,0.326436364,0.394,253.8,7.252,7.147,8.261,367.499,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574,98.301,,-34.6,234.025,222.525,2118.5,0.322121212,0.388,259.4,7.268,7.142,8.231,369.529,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.1,98.301,,-34.536,234.505,221.04,2120.66,0.320812121,0.37,258.76,7.29,7.147,8.212,368.82,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.2,98.738,,-34.43,234.835,219.802,2118.62,0.322048485,0.352,257.88,7.311,7.157,8.19,368.111,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.3,99.175,,-34.29,235.065,218.812,2112.46,0.325781818,0.336,256.28,7.33,7.17,8.175,365.735,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.4,99.612,,-34.078,235.235,218.317,2100.88,0.3328,0.323,252.48,7.338,7.187,8.179,363.36,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.5,99.903,,-33.71,235.375,217.822,2081.2,0.344727273,0.315,244,7.322,7.208,8.215,361.531,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.6,99.903,,-33.55,235.395,217.327,2078.72,0.346230303,0.318,237.28,7.295,7.203,8.252,359.703,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.7,99.466,,-33.438,235.4,217.079,2081.52,0.344533333,0.322,229.12,7.264,7.198,8.284,362.951,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.8,98.883,,-33.374,235.41,217.574,2088.84,0.34009697,0.326,220.8,7.235,7.184,8.311,366.198,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,574.9,98.301,,-33.356,235.44,218.812,2103.18,0.331406061,0.33,214.48,7.204,7.157,8.327,369.37,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575,98.01,,-33.38,235.5,220.297,2130.3,0.314969697,0.333,213.2,7.162,7.109,8.314,372.543,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.1,97.864,,-33.316,235.52,222.03,2144.3,0.306484848,0.336,218,7.146,7.083,8.284,373.694,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.2,97.864,,-33.174,235.54,223.267,2158.36,0.297963636,0.34,221.72,7.13,7.057,8.244,374.845,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.3,97.718,,-32.978,235.54,224.752,2172.68,0.289284848,0.346,223.88,7.115,7.034,8.199,373.266,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.4,97.718,,-32.714,235.52,226.02,2189.92,0.278836364,0.35,225.2,7.099,7.012,8.142,371.686,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.5,97.718,,-32.33,235.5,226.276,2215.2,0.263515152,0.351,227.6,7.083,6.986,8.058,369.746,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.6,97.864,,-32.258,235.5,226.276,2222.16,0.25929697,0.341,231.28,7.088,6.986,8.028,367.806,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.7,98.301,,-32.234,235.5,226.276,2225.64,0.257187879,0.327,235.2,7.102,6.99,8.012,365.245,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.8,99.029,,-32.234,235.49,226.02,2226.44,0.25670303,0.311,237.52,7.117,6.998,8.009,362.683,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,575.9,99.903,,-32.266,235.435,225.765,2225.52,0.257260606,0.293,233.2,7.14,7.016,8.028,360.142,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576,100.777,,-32.37,235.275,225.765,2224,0.258181818,0.273,214,7.182,7.057,8.088,357.6,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.1,101.068,,-32.53,235.135,226.786,2224.8,0.25769697,0.272,199.44,7.192,7.078,8.13,356.121,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.2,100.631,,-32.78,234.965,227.806,2225.42,0.257321212,0.275,187.4,7.195,7.099,8.172,354.642,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.3,99.612,,-33.092,234.785,229.082,2225.38,0.257345455,0.28,179.64,7.195,7.12,8.205,353.835,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.4,98.01,,-33.49,234.565,230.102,2223.78,0.258315152,0.288,178.84,7.202,7.143,8.221,353.028,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.5,95.388,,-34.05,234.225,230.612,2219.3,0.261030303,0.298,188.6,7.228,7.175,8.215,352.124,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.6,93.058,,-34.138,234.105,230.612,2217.46,0.262145455,0.301,196.28,7.255,7.191,8.197,351.22,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.7,91.311,,-34.13,234.015,230.357,2216.7,0.262606061,0.304,202.16,7.278,7.203,8.188,350.253,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.8,90.437,,-34.054,233.955,229.847,2216.9,0.262484848,0.307,205.52,7.296,7.211,8.185,349.285,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,576.9,90.291,,-33.926,233.91,229.082,2217.68,0.262012121,0.311,206.76,7.307,7.214,8.191,349.066,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577,91.019,,-33.75,233.85,228.827,2218.4,0.261575758,0.315,207.4,7.302,7.208,8.215,348.846,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.1,91.893,,-33.718,233.79,228.571,2215.36,0.263418182,0.315,209.64,7.286,7.198,8.215,350.572,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.2,93.204,,-33.68,233.7,228.316,2210.22,0.266533333,0.316,212.12,7.266,7.183,8.202,352.298,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.3,93.641,,-33.616,233.59,228.061,2203.42,0.270654545,0.317,214.44,7.242,7.162,8.187,356.163,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.4,93.786,,-33.462,233.445,227.041,2193.3,0.276787879,0.322,216.4,7.211,7.125,8.175,360.028,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.5,93.641,,-33.11,233.225,225.255,2176.1,0.287212121,0.334,218,7.168,7.057,8.163,364.095,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.6,93.786,,-32.87,233.065,224.752,2168.34,0.291915152,0.342,219.76,7.147,7.021,8.163,368.162,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.7,94.078,,-32.63,232.815,224.01,2161.36,0.296145455,0.35,223.2,7.13,6.989,8.145,370.902,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.8,94.223,,-32.418,232.445,222.772,2155.2,0.299878788,0.355,228.16,7.117,6.965,8.109,373.643,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,577.9,94.369,,-32.254,231.74,221.04,2148.84,0.303733333,0.355,235.6,7.111,6.959,8.043,370.965,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578,94.223,,-32.15,230.3,219.802,2140.2,0.308969697,0.348,247.6,7.116,6.98,7.926,368.286,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.1,94.078,,-32.206,229.5,218.564,2137.4,0.310666667,0.34,253.04,7.126,7.016,7.902,365.907,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.2,93.932,,-32.262,228.76,217.574,2136.16,0.311418182,0.333,259.44,7.145,7.056,7.914,363.527,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.3,93.932,,-32.286,228.14,216.337,2137.12,0.310836364,0.327,265.92,7.163,7.098,7.961,362.366,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.4,93.786,,-32.202,227.61,215.594,2143.62,0.30689697,0.322,269.36,7.184,7.147,8.062,361.205,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.5,93.932,,-31.89,227.05,215.347,2161.7,0.295939394,0.314,264.4,7.221,7.221,8.253,363.188,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.6,94.078,,-31.682,226.91,214.851,2174.26,0.288327273,0.31,247.44,7.232,7.254,8.327,365.172,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.7,94.223,,-31.504,226.83,214.356,2191.92,0.277624242,0.305,224.84,7.247,7.286,8.377,369.033,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.8,94.66,,-31.376,226.8,213.861,2215.04,0.263612121,0.3,199.56,7.263,7.313,8.411,372.893,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,578.9,95.534,,-31.31,226.885,213.614,2243.4,0.246424242,0.294,172.08,7.29,7.336,8.438,377.635,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579,96.408,,-31.31,227.225,214.109,2276.2,0.226545455,0.289,140.4,7.349,7.363,8.469,382.377,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.1,97.136,,-31.342,227.545,214.851,2275.56,0.226933333,0.289,138.96,7.387,7.357,8.488,384.764,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.2,97.864,,-31.386,227.88,215.842,2267.18,0.232012121,0.29,143.04,7.425,7.348,8.502,387.151,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.3,98.447,,-31.462,228.21,217.327,2253.82,0.240109091,0.291,151.68,7.458,7.331,8.502,387.592,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.4,98.592,,-31.66,228.56,218.317,2231.64,0.253551515,0.293,169.08,7.48,7.31,8.472,388.033,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.5,98.592,,-32.14,229,219.802,2190.2,0.278666667,0.294,204.6,7.486,7.288,8.391,388.003,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.6,98.738,,-32.484,229.12,222.03,2181.08,0.284193939,0.296,222.84,7.475,7.288,8.324,387.974,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.7,99.175,,-32.816,229.18,223.515,2180.48,0.284557576,0.301,235.2,7.464,7.3,8.266,386.63,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.8,99.466,,-33.108,229.18,224.257,2188.08,0.279951515,0.307,239.92,7.458,7.319,8.217,385.286,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,579.9,99.32,,-33.326,229.055,223.267,2209.18,0.267163636,0.316,232.32,7.455,7.346,8.194,380.847,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580,99.175,,-33.43,228.675,222.525,2254.7,0.239575758,0.331,204.8,7.444,7.39,8.231,376.407,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.1,99.175,,-33.302,228.335,221.287,2276.86,0.226145455,0.332,188.96,7.428,7.406,8.291,371.031,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.2,99.466,,-33.144,227.935,220.545,2293.5,0.216060606,0.33,177.32,7.408,7.41,8.362,365.655,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.3,99.903,,-32.976,227.475,219.802,2302.86,0.210387879,0.326,170.04,7.383,7.405,8.427,360.621,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.4,100.922,,-32.81,226.82,218.812,2299.6,0.212363636,0.32,166.96,7.349,7.379,8.474,355.587,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.5,101.942,,-32.65,225.7,217.822,2274.8,0.227393939,0.311,167.6,7.295,7.308,8.492,358.392,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.6,103.398,,-32.634,225.24,217.574,2250.4,0.242181818,0.305,170.32,7.274,7.26,8.461,361.197,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.7,103.981,,-32.624,224.945,217.079,2223.54,0.258460606,0.298,174.96,7.244,7.2,8.416,364.702,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.8,103.981,,-32.592,224.845,216.832,2196.42,0.27489697,0.291,182.48,7.212,7.134,8.361,368.207,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,580.9,103.398,,-32.456,225.075,216.337,2167.32,0.292533333,0.285,196.4,7.165,7.048,8.272,369.71,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581,102.233,,-32.08,225.875,215.594,2130.6,0.314787879,0.28,222.8,7.07,6.909,8.103,371.212,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.1,100.922,,-31.792,226.435,214.356,2122.52,0.319684848,0.286,228.72,7.023,6.854,8.002,370.495,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.2,99.175,,-31.516,226.98,213.366,2118.34,0.322218182,0.293,228.64,6.973,6.806,7.907,369.777,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.3,97.718,,-31.292,227.45,212.376,2116.54,0.323309091,0.3,223.84,6.927,6.766,7.826,369.099,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.4,96.408,,-31.15,227.825,211.634,2114.36,0.324630303,0.307,215.28,6.878,6.728,7.769,368.42,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.5,95.388,,-31.11,228.125,210.891,2107.8,0.328606061,0.312,203.6,6.802,6.684,7.752,367.909,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.6,94.806,,-31.118,228.105,210.891,2099.16,0.333842424,0.314,205.2,6.772,6.674,7.798,367.397,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.7,95.097,,-31.072,228.025,210.644,2088.42,0.340351515,0.318,209.44,6.742,6.664,7.849,366.934,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.8,95.971,,-30.96,227.895,210.149,2076.62,0.34750303,0.323,214.88,6.712,6.659,7.892,366.471,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,581.9,97.282,,-30.748,227.655,210.149,2063.76,0.35529697,0.332,221.36,6.674,6.659,7.921,367.878,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582,98.447,,-30.38,227.175,210.396,2048.8,0.364363636,0.346,230,6.61,6.659,7.933,369.285,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.1,99.029,,-30.308,226.935,210.891,2050.16,0.363539394,0.35,233.36,6.581,6.654,7.933,372.635,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.2,99.175,,-30.314,226.785,211.881,2056.38,0.359769697,0.352,236.84,6.559,6.638,7.946,375.985,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.3,98.883,,-30.378,226.775,214.109,2066.78,0.353466667,0.353,239.72,6.545,6.609,7.969,380.105,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.4,98.01,,-30.498,227.095,216.832,2084.82,0.342533333,0.353,239.52,6.531,6.552,7.989,384.226,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.5,96.99,,-30.69,228.075,218.317,2118.1,0.322363636,0.354,232,6.502,6.442,7.977,388.581,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.6,95.825,,-30.77,228.795,219.554,2134.02,0.312715152,0.355,221.28,6.487,6.39,7.901,392.936,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.7,95.097,,-30.868,229.5,220.297,2147.78,0.304375758,0.356,210.44,6.47,6.346,7.791,394.37,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.8,95.097,,-30.992,230.11,219.802,2158.78,0.297709091,0.356,202.2,6.45,6.311,7.666,395.805,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,582.9,95.825,,-31.206,230.59,218.564,2166.72,0.29289697,0.354,200.28,6.424,6.286,7.537,391.884,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583,97.427,,-31.63,230.95,217.574,2171.6,0.289939394,0.348,209.4,6.377,6.272,7.41,387.963,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.1,99.466,,-31.814,230.87,216.089,2169.04,0.291490909,0.344,214.84,6.349,6.272,7.432,382.868,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.2,102.546,,-31.92,230.745,214.851,2165.52,0.293624242,0.341,214.88,6.325,6.272,7.487,377.773,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.3,103.896,,-31.944,230.625,213.614,2161.92,0.295806061,0.338,209.36,6.306,6.277,7.556,371.939,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.4,105.573,,-31.858,230.575,213.614,2159.26,0.297418182,0.336,197.08,6.3,6.292,7.632,366.105,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.5,106.981,,-31.61,230.675,214.109,2158.7,0.297757576,0.334,175.8,6.319,6.325,7.717,364.735,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.6,107.621,,-31.538,230.855,214.604,2163.1,0.295090909,0.333,174.84,6.342,6.357,7.734,363.365,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.7,107.51,,-31.538,231.08,216.089,2171.04,0.290278788,0.333,178.68,6.365,6.394,7.751,365.765,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.8,106.944,,-31.606,231.31,217.574,2182.76,0.283175758,0.333,185,6.389,6.431,7.774,368.166,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,583.9,106.387,,-31.748,231.535,219.307,2203.98,0.270315152,0.334,191.96,6.418,6.477,7.813,370.938,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584,106.281,,-31.98,231.775,220.05,2245.9,0.244909091,0.337,198.2,6.466,6.544,7.882,373.709,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.1,106.021,,-31.98,231.835,220.297,2268.86,0.230993939,0.338,196.76,6.485,6.563,7.899,376.366,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.2,105.743,,-31.896,231.865,220.545,2289.42,0.218533333,0.34,194.48,6.508,6.579,7.899,379.023,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.3,105.446,,-31.732,231.895,220.297,2305.82,0.208593939,0.343,192.32,6.532,6.591,7.893,376.906,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.4,105,,-31.432,231.965,220.297,2314.5,0.203333333,0.35,192.24,6.561,6.595,7.882,374.788,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.5,104.85,,-30.88,232.125,220.297,2310.1,0.206,0.365,197.2,6.604,6.58,7.853,372.66,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.6,104.55,,-30.696,232.305,220.297,2294.34,0.215551515,0.374,201.52,6.614,6.561,7.841,370.531,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.7,104.4,,-30.608,232.605,220.05,2276.48,0.226375758,0.381,205.12,6.606,6.534,7.825,369.578,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.8,104.1,,-30.612,233.045,220.792,2259.36,0.236751515,0.384,207.6,6.584,6.503,7.808,368.625,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,584.9,103.2,,-30.696,233.82,222.03,2244.86,0.245539394,0.381,207.56,6.545,6.462,7.787,371.192,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585,102.45,,-30.84,235.3,223.267,2233.9,0.252181818,0.365,202.6,6.478,6.401,7.752,373.759,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.1,101.85,,-30.76,236.02,224.752,2238.62,0.249321212,0.357,199.72,6.459,6.373,7.724,376.202,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.2,100.95,,-30.578,236.575,225.743,2246.4,0.244606061,0.35,199.48,6.45,6.355,7.683,378.646,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.3,100.2,,-30.334,236.915,226.238,2256.04,0.238763636,0.346,201.8,6.448,6.348,7.632,380.573,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.4,99.45,,-30.038,236.875,226.733,2268.72,0.231078788,0.346,205.92,6.447,6.356,7.573,382.5,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.5,98.7,,-29.67,236.175,226.98,2288,0.219393939,0.35,210.4,6.442,6.389,7.506,383.814,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.6,98.1,,-29.686,235.515,226.733,2294.24,0.215612121,0.352,209.28,6.442,6.413,7.534,385.128,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.7,97.8,,-29.768,234.825,225.743,2297.36,0.213721212,0.354,209.72,6.446,6.436,7.596,385.07,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,MDCN,,585.8,97.65,,-29.9,234.175,224.505,2296.68,0.214133333,0.355,212.12,6.46,6.458,7.68,385.012,,,,,,,,,,,,,,,,,,,,,,
