SP,RHOB,NPSS,FZI_CALC,log_GR,log_CALX,log_ILD
-81.6,2479.75,0.31,0.24,3.8372994592322094,5.295814236329918,3.1036894150590832
-94.26,2449.74,0.34,4.59,3.74856245627511,5.262690188904886,3.490428515390098
-101.19,2311.93,0.3,2.38,3.3951793093365925,5.249652194566756,4.044278584548617
-102.97,2297.57,0.31,1.61,3.414113606928702,5.253581472706645,4.048824046920291
-104.36,2280.3,0.33,1.87,3.4151002868311466,5.2574953720277815,4.0573347365882
-105.35,2261.75,0.32,1.72,3.393837027255863,5.260096153727839,4.0700518696530565
-106.14,2245.55,0.32,3.17,3.3830334110344844,5.260096153727839,4.060443010546419
-106.83,2256.53,0.33,1.81,3.3734835430946397,5.260096153727839,4.046204186894165
-107.23,2260.08,0.33,1.06,3.3123661679555396,5.260096153727839,4.001132180499922
-107.23,2200.18,0.33,2.85,2.9856819377004897,5.261394012443439,3.893247850101812
-107.03,2194.21,0.33,3.23,2.9030685886905716,5.261394012443439,3.8155121050473024
-107.03,2198.28,0.32,3.08,2.8124102164264526,5.258796608385754,3.7428940424201746
-107.33,2226.52,0.31,2.67,2.8678989020441064,5.260096153727839,3.670715483486265
-106.84,2249.9,0.3,0.94,2.848970892158587,5.260096153727839,3.5926438462331105
-105.85,2254.21,0.3,2.58,2.8390784635086144,5.260096153727839,3.5601934464858913
-103.28,2261.87,0.3,2.75,2.9454910571172443,5.2665686682334565,3.5136328109919437
-100.5,2264.27,0.3,0.19,3.0544727685765913,5.270432163058501,3.4722769633431074
-93.76,2265.67,0.29,3.01,3.260401571696699,5.272999558563747,3.3442742342625342
-87.03,2263.71,0.28,3.5,3.429784838514068,5.272999558563747,3.190064743014081
-82.38,2272.31,0.26,3.98,3.5450090836942345,5.272999558563747,3.000222178826843
-80.5,2281.88,0.26,3.97,3.590990953294811,5.275509227222028,2.926382195419198
-72.9,2470.7,0.26,0.42,3.716737782242333,5.289478417880832,2.700018029404946
-69.8,2494.53,0.3,0.95,3.917010546939185,5.2907387210244865,2.506341930508065
-67.72,2486.96,0.31,1.88,3.9718002094640066,5.286902463732738,2.3997118037247684
-66.04,2480.66,0.31,3.52,3.9876869093491356,5.285637313390662,2.3813962734183356
-59.11,2470.38,0.31,0.5,3.984529696214894,5.295814236329918,2.2975725511705014
-58.61,2449.93,0.33,2.46,4.115942961774596,5.298317366548036,2.252343876557299
-55.15,2426.52,0.34,0.38,4.450269224770129,5.297066584646384,2.252343876557299
-57.13,2435.58,0.36,0.55,4.0451543180313285,5.303304908059076,2.1400661634962708
-55.64,2433.63,0.38,0.72,4.130997879870137,5.307029307150058,2.0744289998562917
-54.46,2409.81,0.34,1.34,4.092342559551428,5.324228748332538,1.9960599327407849
-51.78,2441.66,0.38,0.44,4.233236561088719,5.3531369363121435,1.7544036826842861
15.71,2404.23,0.26,1.64,3.5890591188317256,5.359976746934764,1.5173226235262947
13.2,2408.78,0.26,0.65,3.562181801067979,5.3472027642778475,1.5769147207285403
6.53,2388.33,0.27,1.07,3.6430972614588084,5.325154020501596,1.7316555451583497
-3.84,2348.36,0.3,1.07,3.827553848801696,5.3171391207886245,1.791759469228055
-8.45,2330.47,0.3,0.98,3.8379458020318302,5.318610069815799,1.8293763327993617
-13.02,2316.94,0.29,1.19,3.8533340090794663,5.320225618596917,1.8961194845522977
-20.04,2347.25,0.29,0.91,3.905602437625223,5.320225618596917,2.0001277349601105
-14.33,2375.1,0.29,0.35,3.9908341858524357,5.318021949822372,2.050270164379556
-16.69,2382.97,0.26,0.81,4.0920085024245525,5.311085505825715,2.1162555148025524
-24.62,2382.25,0.25,0.71,4.130033404630607,5.30240898445129,2.192770226986839
-27.13,2358.49,0.27,1.36,4.129711706059392,5.29766715520645,2.248128907197987
-25.96,2358.9,0.28,1.77,4.10280864063423,5.299266915583625,2.285438934159075
-17.46,2368.09,0.29,2.12,4.070393341399587,5.311332303625531,2.321406847234633
-8.73,2353.41,0.3,0.77,4.039712366569035,5.3249106108175575,2.382320061012899
-2.91,2327.26,0.29,2.28,3.9691591967989552,5.326904823399949,2.4570214462984645
-14.97,2252.93,0.27,1.53,3.5868467285487844,5.282594406082801,2.7825390530929495
-14.12,2254.82,0.27,3.32,3.574029612434994,5.283964860323636,2.6837575085331657
-12.58,2256.77,0.27,1.97,3.5751506887855933,5.285080139766016,2.6108048166633746
-39.3,2366.44,0.33,0.73,4.091841432003982,5.271716684750857,1.247032293786383
-40.4,2375.44,0.33,0.59,4.079230924412053,5.271716684750857,1.3480731482996928
-42.63,2348.77,0.35,0.42,4.161379963558259,5.3130581848695355,1.4973884086254774
-47.37,2405.09,0.35,0.6,4.066459358732565,5.296615919908279,1.682688374173693
-48.08,2394.16,0.33,0.8,3.966511190712216,5.2962652624219055,1.7867469274045107
-52.28,2401.42,0.35,0.38,4.142340760490356,5.311973692995522,2.020222182019865
-59.01,2408.29,0.35,0.23,4.132442850820759,5.307029307150058,2.122261538862764
-64.75,2401.61,0.34,0.24,4.13660552093661,5.31566600488265,2.307572634505085
-73.3,2338.61,0.32,0.22,4.209902902856373,5.29088985071924,2.587011872725154
-88.32,2304.29,0.3,0.9,4.009149716158869,5.278318720041347,2.7343675094195836
-73.8,2348.81,0.31,0.36,4.006241680667128,5.284624039416034,2.7669478423496954
-77.0,2364.83,0.28,2.19,3.944296565978442,5.2858904715399095,2.768204123921957
-77.4,2351.73,0.25,0.41,3.8809450498572846,5.2858904715399095,2.7917784166329223
-79.2,2216.98,0.3,0.82,3.558770768766916,5.289528860514958,3.000222178826843
-52.6,2350.56,0.33,1.13,4.615714399863762,5.2870036066477635,2.211565694606877
-53.4,2349.36,0.34,0.98,4.62320654847419,5.284471959725984,2.1016921506146558
-55.3,2352.11,0.34,0.69,4.518195171973685,5.271716684750857,2.0844290831908747
-56.92,2338.29,0.34,2.12,4.549657476057832,5.269763559129975,2.060513531794317
-57.53,2349.54,0.33,0.96,4.5065645822339695,5.271973391208435,2.0744289998562917
-65.1,2394.67,0.2,4.56,3.4919517449306197,5.268528037737284,2.91235066461494
-67.1,2301.58,0.17,4.84,3.386083743852107,5.272383984521532,3.0363942552728806
-64.9,2429.0,0.25,2.64,3.79974976294536,5.272999558563747,2.711377991194885
-59.9,2378.66,0.29,0.94,3.696351468952637,5.280051557741144,2.5982353350950036
-62.7,2321.44,0.28,2.09,3.711374531941307,5.260096153727839,2.658159431488745
-65.1,2332.87,0.29,2.49,3.7297814454343623,5.270432163058501,2.7555697170701863
-66.2,2328.86,0.29,2.47,3.8099902798629945,5.263881189226909,2.8296776892239084
-66.8,2310.44,0.3,2.11,3.796612153916818,5.269815006075325,2.8892600290434745
-68.7,2278.0,0.31,2.69,3.8099902798629945,5.270072201107735,2.963209081848431
-70.5,2299.5,0.31,2.03,3.8897773964808264,5.270689199430563,3.0281994636914926
-72.48,2320.35,0.28,1.93,3.914021008090819,5.270946169751904,2.972463646614637
-73.37,2280.0,0.3,1.7,3.82319179172153,5.270432163058501,2.8610573702273894
-73.78,2307.93,0.29,1.57,3.849083205654272,5.274280788719795,2.7813006628418027
-72.7,2279.5,0.29,1.89,3.914021008090819,5.273666003106907,2.7206373166076814
-63.35,2286.16,0.24,1.4,4.123579687490436,5.30395146516513,3.112181086197238
-65.65,2274.28,0.24,1.98,4.081765780015241,5.303901744841937,3.1463051320333655
-68.32,2263.72,0.24,3.03,4.021773869387265,5.303752569037976,3.1912990570979662
-73.29,2250.68,0.24,2.42,3.845883202923601,5.303454150653189,3.2969473602883563
-74.21,2251.14,0.24,2.2,3.7628266990660193,5.303454150653189,3.327550841493857
-75.33,2256.4,0.24,1.49,3.6498787167642037,5.30325515557766,3.3789517727148355
-76.42,2257.56,0.23,2.15,3.610377225958979,5.302558360805291,3.4011973816621555
-77.5,2254.32,0.23,1.33,3.6498787167642037,5.3021599742654875,3.3816747151732915
-78.79,2264.0,0.23,1.67,3.6838669122903918,5.301861080171402,3.3439213138424253
-78.56,2277.32,0.23,0.27,3.661251286996462,5.301462415692109,3.305053521109253
-76.75,2295.2,0.23,0.26,3.634159241913703,5.300714491147758,3.2003044392827653
-76.05,2301.52,0.23,1.76,3.661251286996462,5.300514950091524,3.158276202739271
-75.32,2309.4,0.23,3.79,3.6916256797819615,5.300165657405654,3.1183922862898785
-73.3,2330.36,0.23,1.15,3.7669972333778885,5.299466705804558,3.038312721089109
-70.02,2350.52,0.23,1.39,3.8375149532530846,5.2989671553895334,2.9652730660692823
-68.46,2343.16,0.23,2.08,3.9446837876676946,5.299117046718601,2.944965156500338
-68.7,2311.5,0.24,3.51,4.066630723654585,5.299566585948469,2.944965156500338
-69.42,2303.9,0.24,2.94,4.111529386976201,5.299766316313141,2.9496883350525844
-70.21,2298.1,0.24,1.64,4.113983777474449,5.2999160879117335,2.9543893100196086
-71.86,2288.02,0.24,1.52,4.022490458454117,5.299966006793561,2.97092715463502
-72.99,2278.5,0.24,1.31,3.947969132201615,5.299966006793561,2.9932291433358724
-73.35,2272.9,0.24,2.17,3.8550292839080256,5.299866166537887,3.0076608444192647
-72.96,2277.0,0.22,2.21,3.5959414584546674,5.299117046718601,3.031099417391282
-70.02,2307.96,0.22,2.76,3.6402142821326553,5.29931686688112,3.012589390620414
-66.74,2320.38,0.22,1.88,3.7376696182833684,5.299666456117333,3.0041963519661206
-63.91,2301.6,0.23,0.79,3.8768102496724017,5.300215563831117,2.9719517448885875
-67.28,2292.78,0.23,0.8,3.910021002757473,5.2999160879117335,2.9439125248241944
-60.8,2377.94,0.22,0.64,4.109068957620483,5.301013728095779,2.711377991194885
-57.72,2381.06,0.22,1.66,4.21980177957905,5.301611933497466,2.6224923127405635
-56.24,2378.28,0.22,1.17,4.254193263163997,5.3021599742654875,2.601207105484161
-55.63,2360.38,0.22,1.13,4.493232532747227,5.302259585780661,2.5649493574615367
-54.97,2357.0,0.23,1.31,4.447346100794524,5.302558360805291,2.4997952622817508
-49.54,2378.76,0.24,1.13,4.348728349272367,5.3023591873743685,2.372111155642656
-47.68,2391.5,0.25,1.68,4.408303357752101,5.302209781263381,2.2731562823032334
-46.7,2398.94,0.24,0.76,4.415461410760119,5.3021599742654875,2.2460147415056513
-48.08,2375.04,0.24,0.64,4.391853195491617,5.303852022046511,2.162172939277301
-49.47,2360.72,0.23,0.57,4.360164387816747,5.304050898395797,2.125847914493992
-45.77,2344.36,0.24,0.72,4.433313679041901,5.304398836863904,2.0794415416798357
-45.62,2346.26,0.25,0.62,4.54063166485052,5.304796332645746,2.0425181875752383
-45.22,2347.2,0.26,0.65,4.488186830502272,5.304547916298673,2.081938421878423
-44.25,2362.78,0.25,0.57,4.488186830502272,5.304448532478276,2.0943301541735866
-43.63,2392.82,0.25,0.54,4.447346100794524,5.3047466543129405,2.1016921506146558
-43.19,2331.98,0.25,4.32,4.548599834499697,5.310690502611178,1.9782390361706734
-44.48,2330.54,0.25,6.4,4.519612297626445,5.311233591814583,2.033397603178429
-52.14,2323.86,0.25,1.17,4.420886705880596,5.312417490926818,2.2844211223663744
-55.38,2327.28,0.25,3.44,4.279162999214643,5.312811812698489,2.3702437414678603
-56.37,2332.4,0.25,4.73,4.199905057882593,5.313403003966077,2.3997118037247684
-55.61,2348.56,0.24,4.77,4.091841432003982,5.315371121113865,2.4096441652874536
-52.18,2358.42,0.24,5.91,4.111529386976201,5.316893752120972,2.3532782073095637
-42.15,2368.0,0.26,0.61,4.435093355610574,5.316893752120972,1.8180767775454285
-39.32,2425.8,0.29,9.98,4.506454213048934,5.31664832323276,0.9439058989071284
-10.2,2510.4,0.31,0.17,4.3054155323020415,5.234418640697805,2.4907230351094403
-12.6,2559.41,0.32,0.49,4.303389189156809,5.242328856339181,2.644755350729896
-16.8,2520.79,0.36,0.52,4.33729074083249,5.244916589820922,2.6397713603489157
-21.39,2476.14,0.37,0.43,4.189654742026425,5.237080057076847,2.6217658325051976
-23.86,2489.05,0.3,1.72,3.9889840465642745,5.230466699639862,2.7555697170701863
-18.2,2468.03,0.31,0.63,4.370080563655481,5.22810947150454,2.542389085201363
-16.4,2473.52,0.31,0.69,4.3776420363560575,5.232230981420177,2.4915511925066687
-18.8,2469.5,0.33,1.41,4.4146148242670336,5.229770824012927,2.481567748522486
-23.07,2433.66,0.35,0.47,4.399989335048054,5.2284312390838705,2.545531271604435
-25.15,2406.44,0.32,0.16,4.293195420967266,5.2284312390838705,2.617395832834079
-23.37,2409.9,0.32,1.52,4.3294166844015844,5.229770824012927,2.6078614738467776
-18.6,2391.06,0.33,0.3,4.5736795188967205,5.2190035598283115,2.4965057856313524
-10.7,2390.06,0.34,1.5,5.142189733836557,5.224401683597868,2.3532782073095637
37.15,2376.42,0.23,1.9,3.740997408376043,5.32510534330442,3.299902663510574
37.12,2345.66,0.23,1.31,3.658677945380815,5.3260298051145725,3.4330189939851112
35.6,2303.0,0.24,3.44,3.685122405236224,5.325737962124029,3.2950958507796098
33.3,2314.0,0.24,4.44,3.8897773964808264,5.326953413084369,3.1937631240531252
18.1,2355.56,0.25,0.27,4.0163830207523885,5.325737962124029,3.0740812399649675
17.4,2391.39,0.21,0.14,3.8426729272933526,5.324472324024888,3.147594622863237
15.9,2429.37,0.18,2.82,3.8958936234982624,5.323205082055815,3.2156706939192525
8.1,2500.52,0.13,0.19,4.091841432003982,5.320567975482857,2.8408313123360287
13.0,2461.62,0.19,1.03,4.09933210373314,5.320567975482857,2.7356653681351832
21.52,2436.0,0.25,0.09,4.1713056033582285,5.319344733740112,2.613006652415316
20.91,2453.54,0.24,1.51,4.061304708143901,5.319344733740112,2.567254391136754
21.52,2473.23,0.21,1.04,3.8264651170664994,5.319344733740112,2.681021528714291
28.66,2478.21,0.2,1.49,3.7106409458954492,5.319099905730565,3.0267463270831603
31.95,2451.01,0.2,0.71,3.695358420211645,5.318904000156425,3.2653776585196206
31.63,2432.0,0.18,2.12,3.671733295278966,5.318561073025079,3.5779478934066544
32.7,2405.97,0.19,0.89,3.440097530619712,5.318316053054725,3.8437441646748516
34.0,2317.0,0.24,2.46,3.4769230921902907,5.3196384482517205,4.1067670822206574
35.0,2249.5,0.25,6.19,3.417726683613366,5.319687392284229,4.036185648048568
34.6,2203.54,0.27,2.16,3.4503049557691834,5.321007976467735,3.735285826928092
36.56,2299.5,0.25,0.92,3.7607348912143643,5.32227800399288,3.4515735889872223
39.34,2420.0,0.25,1.52,4.036008985209137,5.323497665078335,3.2260500286162013
40.21,2387.0,0.26,7.9,3.955274047422461,5.324764536562885,2.995732273553991
40.81,2351.93,0.28,3.39,3.8066624897703196,5.3249106108175575,2.8408313123360287
42.51,2371.87,0.28,1.53,3.8897773964808264,5.326418796658912,2.7447035187502458
41.8,2411.0,0.28,1.34,4.032469158504013,5.324277468217568,2.7087166456453704
40.5,2420.5,0.27,2.3,4.09933210373314,5.323253851838068,2.6905648867611904
40.8,2395.96,0.28,0.91,4.081765780015241,5.328167388516922,2.6946271807700692
40.2,2373.74,0.3,1.86,4.021236090401462,5.326953413084369,2.712706012638404
43.6,2359.09,0.28,1.72,4.0237432550385535,5.322033893165353,2.7356653681351832
47.69,2367.63,0.27,2.19,4.044628969976168,5.324715840402567,2.753023566744941
48.59,2403.24,0.25,0.97,4.09551054886207,5.325007981801082,2.7700855920216627
48.29,2402.09,0.28,1.54,4.0946778400122215,5.326516020906715,2.77757626375082
48.49,2394.0,0.26,0.98,4.09933210373314,5.326661839557179,2.767576180416237
48.79,2383.96,0.26,0.92,4.145987795373939,5.327973251455547,2.7498317351171653
48.99,2361.24,0.28,1.71,4.20200243692861,5.328070324697385,2.717340248009303
50.0,2371.25,0.28,3.14,4.340944189572651,5.328118857784826,2.717340248009303
50.67,2359.09,0.26,0.78,4.560277417097355,5.328167388516922,2.7087166456453704
-37.45,1958.7,0.4,0.52,4.096675177560383,5.521220889057638,1.7011051009599243
-41.9,2220.1,0.32,0.41,3.940416079929364,5.692215838284736,1.8825138324965192
-48.19,2344.45,0.26,0.6,3.931041011263908,5.429301768343455,2.0681277817795625
-57.98,2571.5,0.2,0.55,3.8571443439181565,5.305789381386738,2.4907230351094403
-59.97,2636.7,0.2,0.49,3.8707842574115485,5.301213169660063,2.65745841498615
-65.46,2558.7,0.22,0.82,3.8842406244156944,5.300714491147758,2.8039662579320366
-73.79,2414.6,0.25,0.55,3.9464244321454784,5.3067814449601665,2.9139797716817317
-74.73,2390.4,0.25,1.13,3.9084165098340344,5.311727053457954,2.952302715626655
-73.61,2334.7,0.27,7.08,3.803769419987892,5.315813414164788,2.9322598505984176
-67.71,2307.9,0.26,2.24,3.8520606642554633,5.314338342602215,2.8320361808832013
-49.44,2499.4,0.27,0.34,4.538923540169165,5.300564839088516,2.658859956911438
-42.28,2414.8,0.34,0.6,4.621633912018757,5.31679558779381,2.482403519569882
-47.58,2398.9,0.32,0.72,4.607168188650764,5.320323446810651,2.503073953743449
-45.3,2415.9,0.33,0.52,4.844187086458591,5.307772525318792,2.066862759472976
-34.74,2344.8,0.34,2.55,4.9245689249914415,5.414454604177079,1.506297153514587
-6.95,2166.21,0.53,1.28,3.9972828493789696,5.457455587886334,0.3293037471426003
-12.42,2475.12,0.37,1.22,3.9899095440852173,5.429345628954441,1.095273387402595
-15.5,2504.71,0.28,1.44,4.0163830207523885,5.429915641904784,1.4134230285081433
-21.46,2485.37,0.26,0.88,4.230476736546681,5.4386443666393145,2.386006701133118
-23.46,2466.94,0.29,1.63,4.10082352831981,5.436991761235796,2.67552700939665
-25.21,2459.2,0.3,2.55,4.055430468722875,5.436991761235796,2.725235025856311
-26.6,2461.83,0.29,1.54,4.143769445549624,5.43345996049033,2.712706012638404
-28.61,2473.24,0.3,1.19,4.212423850287702,5.431798757922517,2.725890119230541
-32.25,2457.83,0.29,2.15,4.20663103795066,5.421640582580036,2.7324175575505043
-37.75,2422.21,0.3,1.67,4.168523960396352,5.43372200355424,2.783157673589016
-39.5,2410.39,0.3,2.28,4.200354866721424,5.428819174612195,2.8814431271518632
-39.0,2402.38,0.3,3.6,4.267036570040212,5.428819174612195,2.9139797716817317
-38.0,2378.55,0.3,4.08,4.1420229975388425,5.43153621033426,2.9481164196123277
-37.85,2370.68,0.3,2.3,3.9926809084456005,5.431798757922517,2.990719731730447
-38.74,2363.01,0.29,2.22,3.9685923569160404,5.427721503759297,3.0007198150650303
-40.0,2350.77,0.29,1.98,4.004966751070884,5.422744944923089,3.0223742045004123
-41.9,2351.91,0.31,2.32,4.01204931949527,5.421640582580036,3.0086484988205373
-42.79,2353.19,0.32,4.8,4.01078177745141,5.421640582580036,3.0022112396517002
-44.29,2350.95,0.3,1.81,3.9604321446358335,5.424685665362843,3.0007198150650303
-46.07,2323.77,0.3,1.9,3.8394523125933104,5.424950017481403,3.000222178826843
-45.32,2310.01,0.32,3.74,3.788951007838152,5.424950017481403,3.000222178826843
-44.57,2318.88,0.32,1.66,3.7218305542536223,5.424421243343763,2.982140320034524
-42.95,2338.65,0.31,7.26,3.6838669122903918,5.4006934331649035,2.9780773383152703
-42.81,2342.35,0.31,5.6,3.746676552840153,5.420269477298783,2.9481164196123277
-43.04,2336.36,0.32,2.57,3.7367167835280966,5.415833699975876,2.9418039315284354
-42.68,2339.35,0.32,2.17,3.7333746940004877,5.417210896488447,2.9507349076232554
-42.32,2345.73,0.32,1.59,3.7240052560893107,5.417210896488447,2.962692419475791
-40.57,2353.95,0.32,2.25,3.7450234647319762,5.414454604177079,2.9569914452375605
-38.82,2362.16,0.32,3.37,3.7656089869726097,5.4116460518550396,2.9517803860248084
-38.2,2369.44,0.32,3.86,3.76630335107874,5.409411414053624,2.9481164196123277
-36.82,2382.41,0.3,6.23,3.832113622199844,5.416678013132882,2.9543893100196086
-34.43,2384.71,0.32,2.85,3.991019011654644,5.428248536140067,2.9375733593804587
-24.77,2556.31,0.33,2.08,4.174079530240954,5.434551353871315,2.6034301519721073
-66.38,2395.59,0.26,1.06,3.9398327060674134,5.357057861570636,2.8524391037275145
-64.86,2394.97,0.26,1.22,4.0280266811844525,5.357057861570636,2.7781979610042917
-63.72,2402.66,0.26,1.07,4.04234926710372,5.357057861570636,2.733067964077498
-56.72,2425.57,0.27,0.96,4.07719840338713,5.357057861570636,2.6078614738467776
-51.02,2436.55,0.28,1.95,4.110217911378391,5.357057861570636,2.5764217586237734
-53.0,2420.78,0.25,1.06,3.966511190712216,5.357057861570636,2.6609585935683597
-61.76,2401.46,0.28,1.37,3.993234260852969,5.357057861570636,2.667228206581955
-71.13,2401.8,0.27,1.03,4.128584945376802,5.357057861570636,2.7093826463359885
-71.57,2268.86,0.26,5.02,3.8334126048462345,5.357057861570636,3.3120018028576843
-65.09,2302.03,0.26,2.36,3.4657359027997265,5.357057861570636,3.7539647007698704
-63.57,2343.44,0.25,2.47,3.4916472845842277,5.357057861570636,4.075161742805327
-63.11,2253.5,0.25,4.68,3.5234150143864045,5.357057861570636,4.2189192968037315
-62.72,2158.7,0.28,6.63,3.456316680883235,5.357057861570636,4.350535967582511
-62.47,2136.24,0.31,5.51,3.475376779836407,5.357057861570636,4.358885942232239
-61.44,2302.97,0.27,3.34,3.4660483539817717,5.357057861570636,4.08260930600368
-58.79,2241.43,0.25,1.83,3.3548043420924447,5.357057861570636,3.8255932774297583
-57.69,2214.8,0.29,6.58,3.323956301318708,5.357057861570636,3.928683446321253
-57.19,2205.29,0.3,2.65,3.2744997286161976,5.357057861570636,4.008968211484625
-55.33,2177.72,0.3,7.03,3.0819099697950434,5.357057861570636,4.425325559069029
-53.94,2159.81,0.31,8.44,3.038791763014438,5.357057861570636,4.643525139864555
-53.44,2153.88,0.32,8.6,3.170105660498771,5.357057861570636,4.674789527868148
-52.91,2202.46,0.3,13.69,3.4420193761824107,5.357057861570636,4.440884991680235
-52.55,2232.84,0.3,7.39,3.5773890780805733,5.357057861570636,4.320151230955794
-47.71,2432.82,0.3,2.75,4.040767961318708,5.357057861570636,3.596215769250517
-44.47,2449.24,0.3,1.88,4.234396317669857,5.357057861570636,3.3013770463799443
-38.69,2434.48,0.3,2.99,4.185859671057874,5.357057861570636,2.9811261211646287
-37.94,2438.59,0.29,2.32,4.173001695045377,5.357057861570636,2.8713021951758138
-38.94,2442.7,0.29,2.51,4.187683102652602,5.357057861570636,2.77757626375082
-36.97,2440.33,0.3,2.68,4.237578730308009,5.357057861570636,2.65605490598383
-36.0,2428.63,0.28,2.18,4.156693187286636,5.357057861570636,2.6546494243750947
-35.75,2420.83,0.3,2.03,4.166975253257008,5.357057861570636,2.644044871126298
-35.75,2415.1,0.3,1.79,4.203198967134183,5.357057861570636,2.658859956911438
-35.5,2404.29,0.3,1.87,4.267036570040212,5.3618084643292345,2.6844403354630764
-35.4,2384.54,0.3,1.79,4.259859000699674,5.366583307218125,2.725235025856311
-36.04,2356.37,0.3,3.92,4.098668533702155,5.366583307218125,2.7942278973432626
-36.82,2343.97,0.28,1.5,4.007514986887367,5.366583307218125,2.8425810940598164
-36.7,2329.52,0.3,2.8,3.940416079929364,5.366583307218125,2.91180703861623
-36.42,2332.05,0.3,3.18,3.9223692974822906,5.366583307218125,2.9258461460898246
-35.82,2335.53,0.29,3.37,3.9930498440705193,5.366583307218125,2.9517803860248084
-34.82,2322.47,0.3,2.25,3.9386649363745674,5.366583307218125,2.929592471049446
-35.5,2317.8,0.29,3.21,3.975748696308691,5.375880078495827,2.9079933592459843
-35.5,2316.86,0.3,3.29,4.020698022053802,5.375880078495827,2.914522218128448
-34.25,2324.63,0.3,3.86,4.038655656361512,5.375880078495827,2.8814431271518632
-33.75,2333.5,0.3,2.3,4.092175544937261,5.375880078495827,2.8616292890305104
-33.5,2345.72,0.3,1.8,4.387387240915977,5.375880078495827,2.827905162910489
-32.75,2349.43,0.3,2.58,4.481532545529913,5.375880078495827,2.829087196145044
-32.35,2341.47,0.3,3.62,4.435330406696193,5.375880078495827,2.800325477211381
-32.46,2336.7,0.29,2.97,4.22038966907276,5.375880078495827,2.7837759116303458
-31.81,2333.08,0.28,2.29,4.225811324964407,5.375880078495827,2.7434173449395014
-30.55,2330.4,0.28,2.57,4.237578730308009,5.375880078495827,2.703372611551099
-23.84,2331.52,0.32,2.09,4.382776353564427,5.375880078495827,2.4840729690394228
-25.35,2322.21,0.34,1.82,4.2903224454635405,5.375880078495827,2.4069451083182885
-25.3,2333.35,0.32,2.06,4.22361689792624,5.375880078495827,2.3702437414678603
-23.82,2337.6,0.34,3.34,4.267036570040212,5.375880078495827,2.318458442150336
-65.94,2439.1,0.31,0.45,4.079400114836278,5.2883680356943685,2.343727036325221
-70.7,2433.1,0.3,0.36,4.043577445168448,5.2758161012015234,2.3758355547336385
-73.6,2427.1,0.29,0.37,3.950859029213344,5.29209806673412,2.403334996094189
-82.08,2421.1,0.29,7.67,3.8133070324889884,5.289629738150471,2.4344901638739844
-84.26,2377.9,0.3,1.29,3.7376696182833684,5.279593157549757,2.494031557565001
-84.95,2329.9,0.32,1.17,3.7013019741124933,5.270689199430563,2.558002204858551
-85.94,2265.4,0.32,2.11,3.644143560272545,5.265587541925118,2.6490076604684267
-86.73,2283.6,0.32,4.97,3.644143560272545,5.263052817447726,2.712706012638404
-88.42,2292.6,0.32,2.34,3.70080802497921,5.25525327707701,2.800325477211381
-89.51,2281.8,0.32,1.35,3.6856241613932634,5.244758349453473,2.8419981736119486
-91.68,2298.9,0.33,0.19,3.6876286722122837,5.2574953720277815,2.9678470700644555
-92.08,2293.2,0.33,0.81,3.6951100038645723,5.258744591428213,2.991222118076105
-90.59,2280.6,0.32,0.51,3.7419461750506287,5.262431087983628,3.032064202801381
-87.82,2268.0,0.32,0.35,3.8394523125933104,5.267394133894527,3.068517943279639
-86.04,2261.7,0.31,1.73,3.917010546939185,5.267342562248606,3.0914968955383704
-83.17,2257.4,0.31,1.19,3.980615796893758,5.263363537284508,3.1095072878128356
-73.4,2338.6,0.31,1.6,4.156693187286636,5.27709373009641,3.1095072878128356
-69.41,2395.3,0.31,0.24,4.18418526622189,5.268167389597154,3.100542637906336
-68.91,2386.2,0.32,1.39,4.1705337005796475,5.269454821862936,3.086943153607375
-69.11,2376.0,0.32,0.9,4.154341536128396,5.269454821862936,3.0411835364579085
-73.2,2345.4,0.33,0.87,4.116432158686106,5.268167389597154,2.922085733385692
-77.3,2314.8,0.33,0.11,4.019082077721554,5.268167389597154,2.8213788864092133
-75.3,2294.4,0.32,2.3,4.037774210733707,5.259212646667276,2.7568403652716422
-67.62,2308.2,0.32,2.45,4.149779269110201,5.274536837882633,2.716018370751387
-60.5,2362.8,0.31,1.88,4.28524036598619,5.278318720041347,2.7067159780890733
-56.63,2417.4,0.31,1.74,4.382651439442724,5.283356001407877,2.6973262377392344
-52.57,2499.3,0.32,1.43,4.373364224095228,5.284624039416034,2.6239436918052106
-53.37,2491.1,0.33,1.77,4.299459911016919,5.279593157549757,2.550226115908643
-62.77,2455.7,0.33,1.19,4.163715140146772,5.279593157549757,2.50470927708418
-74.0,2420.3,0.34,0.88,3.9889840465642745,5.279593157549757,2.5416019934645457
-80.69,2384.9,0.33,1.68,3.82319179172153,5.2668782977126565,2.5416019934645457
-82.28,2349.5,0.33,2.77,3.82319179172153,5.2668782977126565,2.5416019934645457
-83.47,2225.0,0.33,1.82,3.9579519373165457,5.264191651818661,2.559550192783766
-85.05,2336.7,0.34,0.92,4.063885354737392,5.26543253921226,2.5687881337687024
-85.94,2364.1,0.35,0.91,4.140273494110501,5.257599533269477,2.5824869781268642
-83.96,2376.8,0.35,0.34,4.191017449482361,5.267858159063328,2.5967461315435356
-81.49,2371.6,0.34,0.27,4.221857882521061,5.265122461690396,2.596000697293587
-73.9,2363.0,0.33,0.34,4.388257184424518,5.258380396944336,2.5952547069568657
-64.06,2404.0,0.31,0.43,4.631032845513819,5.264553736395228,2.580216829592325
